report_period,report_year,report_month,source_file,project_code,project_name,agency,approval_date,original_doc,revised_doc,anticipated_doc,original_cost_cr,revised_cost_cr,anticipated_cost_cr,cost_overrun_cr,cost_overrun_pct,cumulative_expenditure_cr,physical_progress_pct,financial_progress_pct,financial_vs_physical_gap_pct,time_overrun_months,delay_risk_level,root_cause_category,delay_narrative,sector,state,cost_escalation_ratio,expenditure_burn_ratio,log_original_cost,fund_drain_anomaly_flag,planned_duration_months,root_cause,delay_duration_days,risk_level,id
SEP-2001,2001,SEP,FR_SEP_2001.pdf,MOSPI_2001_INMARSATPV,INMARSAT-P(VSNL),VSNL,11/1995,9/2000,,1/2003,546.0,,546.0,0.0,0.0,550.44,100.0,100.81,0.81,28.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.0,1.008,6.304,0,58.0,Administrative & Inter-Agency Coordination,851,High,1
SEP-2001,2001,SEP,FR_SEP_2001.pdf,MOSPI_2001_SAFECABLES,SAFE CABLE SYSTEM(VSNL),VSNL,12/1999,12/2001,,12/2001,231.0,,231.0,0.0,0.0,127.56,55.22,55.22,0.0,0.0,Low,On Schedule,,Other Infrastructure,Multi-State / Central,1.0,0.552,5.447,0,24.0,On Schedule,0,Low,2
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_IMPOFNH8IN,IMP. OF NH-8 IN HARYANA & RAJASTHAN (NHAI),NHAI,3/1995,6/1999,,5/2001,298.5,,382.14,83.64,28.02,351.1,100.0,117.62,17.62,23.0,Medium,General Execution Delay,,Road Transport & Highways,Rajasthan,1.28,1.176,5.702,1,51.0,Land Acquisition & Right of Way,699,Medium,3
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_4LANINGOFN,4 LANING OF NH-1 IN PUNJAB (KM212.20 - KM 252.25),,8/1993,9/1998,,4/2001,82.75,,232.0,149.25,180.36,240.73,100.0,290.91,190.91,31.0,High,General Execution Delay,,Road Transport & Highways,Punjab,2.804,2.909,4.428,1,61.0,Land Acquisition & Right of Way,942,High,4
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_4LANINGBET,4-LANING BETWEEN KM 439 TO 497 ON NH-8 OF AHMEDABAD-MUMBAI,,4/1993,5/1997,,4/2001,117.73,,253.47,135.74,115.3,265.1,100.0,225.18,125.18,47.0,High,General Execution Delay,,Road Transport & Highways,Maharashtra,2.153,2.252,4.777,1,49.0,Land Acquisition & Right of Way,1429,High,5
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_IMPOFNH2IN,IMP. OF NH-2 IN JHARKHAND (NHAI),NHAI,3/1995,6/1999,,3/2001,127.89,,187.6,59.71,46.69,168.3,100.0,131.6,31.6,21.0,High,General Execution Delay,,Road Transport & Highways,Jharkhand,1.467,1.316,4.859,1,51.0,Forest & Environmental Clearances,638,High,6
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_4LANNINGOF,4-LANNING OF BHUBANESHWAR CUTTACK-JAGTAPUR SECTION(NH-5),,6/1992,4/1996,,3/2001,133.98,,275.13,141.15,105.35,240.87,100.0,179.78,79.78,59.0,High,General Execution Delay,,Road Transport & Highways,Odisha,2.054,1.798,4.905,1,46.0,Forest & Environmental Clearances,1794,High,7
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_4LANEWIDEN,"4 LANE WIDENING OF NH3, INDORE BYE-PASS(MP PWD)",MP PWD,2/1992,3/1997,,3/2001,102.97,,276.0,173.03,168.04,227.28,100.0,220.72,120.72,48.0,High,General Execution Delay,,Road Transport & Highways,Madhya Pradesh,2.68,2.207,4.644,1,61.0,Land Acquisition & Right of Way,1459,High,8
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_4LANINGOFM,4-LANING OF MATHURA- AGRA SECT-ION OF NH-2 KM 148.33 TO 199,,11/1993,4/1999,,10/2000,103.21,,155.93,52.72,51.08,134.57,100.0,130.38,30.38,18.0,High,General Execution Delay,,Road Transport & Highways,Uttar Pradesh,1.511,1.304,4.646,1,65.0,Land Acquisition & Right of Way,547,High,9
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_NATHPAJHAK,NATHPA JHAKRI TRANSMISSION SYSTEM (P.GRID),P.GRID,4/1989,4/1996,,6/2001,889.95,,1561.63,671.68,75.47,1348.71,100.0,151.55,51.55,62.0,High,General Execution Delay,,Power & Renewable Energy,Multi-State / Central,1.755,1.515,6.792,1,84.0,Fund Constraint & Financial Stress,1885,High,10
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_LPGPIPELIN,LPG PIPELINE FROM JAMNAGAR TO LONI(GAIL),GAIL,10/1997,4/2001,,4/2001,1229.45,,1229.45,0.0,0.0,1071.48,87.15,87.15,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.0,0.872,7.115,0,42.0,On Schedule,0,Low,11
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_EXPNOFBAUX,EXPN OF BAUXITE MINE & ALUMINA REFINERY(NALCO),NALCO,6/1996,3/2001,,6/2001,1664.6,,1664.6,0.0,0.0,1138.6,68.4,68.4,0.0,3.0,Low,General Execution Delay,,Petroleum & Natural Gas,Multi-State / Central,1.0,0.684,7.418,0,57.0,On Schedule,91,Low,12
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_NANGALUREA,NANGAL UREA EXPANSION (NFL),NFL,5/1999,5/2001,,5/2001,135.13,,135.13,0.0,0.0,128.24,94.9,94.9,0.0,0.0,Low,On Schedule,,Other Infrastructure,Multi-State / Central,1.0,0.949,4.914,0,24.0,On Schedule,0,Low,13
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_MORDOFMINT,"MORD. OF MINTS AT HYDERABAD, MUMBAI & CALCUTTA",,3/1989,3/1992,,5/2001,118.28,,301.82,183.54,155.17,268.49,100.0,227.0,127.0,110.0,High,General Execution Delay,,Other Infrastructure,Maharashtra,2.552,2.27,4.781,1,36.0,Fund Constraint & Financial Stress,3344,High,14
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_MEDAPALISC,MEDAPALI (SCCL),SCCL,4/1993,3/2001,,3/2001,219.82,,219.82,0.0,0.0,39.77,18.09,18.09,0.0,0.0,Low,On Schedule,,Coal & Mines,Multi-State / Central,1.0,0.181,5.397,0,95.0,On Schedule,0,Low,15
JUN-2001,2001,JUN,FR_JUNE_2001.pdf,MOSPI_2001_CONSTRUCTI,CONSTRUCTION OF A NEW PORT AT ENNORE(NEAR CHENNAI),NEAR CHENNAI,4/1993,4/1998,,7/2001,593.9,,1058.52,464.62,78.23,799.99,100.0,134.7,34.7,39.0,High,General Execution Delay,,Ports & Shipping,Tamil Nadu,1.782,1.347,6.388,1,60.0,Fund Constraint & Financial Stress,1186,High,16
JUN-2002,2002,JUN,FR_JUNE_2002.pdf,MOSPI_2002_VANIYAMBAD,VANIYAMBADI- PALLIKONDA (GQ) KM.49.00-KM.100.00 (NH-46),GQ,4/2000,6/2004,,12/2003,223.0,,223.0,0.0,0.0,37.61,16.87,16.87,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.169,5.412,0,50.0,On Schedule,0,Low,17
JUN-2002,2002,JUN,FR_JUNE_2002.pdf,MOSPI_2002_GUNTURGUNT,GUNTUR - GUNTAKAL & GOOTY- KALLURU- DHARMAVARAM GC(SCR),SCR,4/1992,3/1996,,6/2002,226.4,,517.16,290.76,128.43,459.34,100.0,202.89,102.89,75.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,2.284,2.029,5.427,1,47.0,Fund Constraint & Financial Stress,2280,High,18
OCT-2002,2002,OCT,FR_OCT_2002.pdf,MOSPI_2002_RIVERREGUL,RIVER REGULATORY MEASURE FOR THE IMPRT. OF DROUGHT IN,,11/2001,12/2003,,12/2003,350.84,,350.84,0.0,0.0,2.38,0.68,0.68,0.0,0.0,Low,On Schedule,,Water Resources & Irrigation,Multi-State / Central,1.0,0.007,5.863,0,25.0,On Schedule,0,Low,19
JAN-2002,2002,JAN,FR_JAN_2002.pdf,MOSPI_2002_DIVAVASAIR,"DIVA-VASAI ROAD(LD),CR",LD,4/1995,3/1998,,12/2001,90.0,,157.0,67.0,74.44,148.25,100.0,164.72,64.72,45.0,High,General Execution Delay,,Road Transport & Highways,Multi-State / Central,1.744,1.647,4.511,1,35.0,Land Acquisition & Right of Way,1368,High,20
JAN-2002,2002,JAN,FR_JAN_2002.pdf,MOSPI_2002_ZAWELLPLAT,ZA WELL PLATFORM(ONGCL),ONGCL,12/1999,12/2001,,12/2001,302.24,,302.24,0.0,0.0,57.81,19.13,19.13,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.0,0.191,5.715,0,24.0,On Schedule,0,Low,21
JAN-2002,2002,JAN,FR_JAN_2002.pdf,MOSPI_2002_INSITUCOMB,"INSITU COMBUSTION, BALOL(ONGC)",ONGC,10/1995,7/1997,,11/2001,133.64,,118.08,-15.56,-11.64,97.98,73.32,73.32,0.0,52.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,0.884,0.733,4.903,0,21.0,Administrative & Inter-Agency Coordination,1581,High,22
JAN-2002,2002,JAN,FR_JAN_2002.pdf,MOSPI_2002_FCCUATHALD,FCCU AT HALDIA(IOC),IOC,2/1999,2/2002,,9/2001,507.0,,480.0,-27.0,-5.33,373.07,73.58,73.58,0.0,0.0,Low,On Schedule,,Other Infrastructure,West Bengal,0.947,0.736,6.23,0,36.0,On Schedule,0,Low,23
JAN-2002,2002,JAN,FR_JAN_2002.pdf,MOSPI_2002_KONDAPALLY,KONDAPALLY-LANCO PIPELINE(GAIL),GAIL,10/2000,4/2002,,8/2001,299.5,,200.0,-99.5,-33.22,156.68,52.31,52.31,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,0.668,0.523,5.705,0,18.0,On Schedule,0,Low,24
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_ACQUISITIO,ACQUISITION OF IND. LR- II TANKER FROM COCHIN SHIPYARD,,3/2000,7/2002,,7/2002,151.29,,149.65,-1.64,-1.08,93.79,61.99,61.99,0.0,0.0,Low,On Schedule,,Other Infrastructure,Multi-State / Central,0.989,0.62,5.026,0,28.0,On Schedule,0,Low,25
JAN-2002,2002,JAN,FR_JAN_2002.pdf,MOSPI_2002_GOUTHAMKHA,GOUTHAMKHANI OC (SCCL),SCCL,6/1995,3/2002,,3/2002,415.93,,159.74,-256.19,-61.59,118.94,28.6,28.6,0.0,0.0,Low,On Schedule,,Coal & Mines,Multi-State / Central,0.5,0.286,6.033,0,81.0,On Schedule,0,Low,26
JAN-2002,2002,JAN,FR_JAN_2002.pdf,MOSPI_2002_PAREJOCCCL,PAREJ OC(CCL),CCL,3/1993,3/1998,,3/2002,116.19,,162.88,46.69,40.18,125.61,100.0,108.11,8.11,48.0,High,General Execution Delay,,Coal & Mines,Multi-State / Central,1.402,1.081,4.764,0,60.0,Scope & Engineering Design Modifications,1459,High,27
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_CREATIONOF,CREATION OF MECHANISED COAL HANDLING FACILITIES AT P.PORT,,4/1993,4/1998,,7/2001,587.41,,831.11,243.7,41.49,652.44,100.0,111.07,11.07,39.0,High,General Execution Delay,,Coal & Mines,Multi-State / Central,1.415,1.111,6.377,0,60.0,Scope & Engineering Design Modifications,1186,High,28
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_IMPOFNH5VI,IMP.OF NH-5 (VIJAYAWADA- ELURU)(NHAI) IN AP (GQ),NHAI,3/1995,6/1999,,6/2002,135.42,,335.35,199.93,147.64,309.0,100.0,228.18,128.18,36.0,High,General Execution Delay,,Road Transport & Highways,Andhra Pradesh,2.476,2.282,4.916,1,51.0,Land Acquisition & Right of Way,1094,High,29
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_NORTHEASTH,NORTH-EAST HVDC LINK(P.GRID),P.GRID,9/1998,12/2001,,10/2002,671.56,,671.56,0.0,0.0,302.75,45.08,45.08,0.0,10.0,Medium,General Execution Delay,,Power & Renewable Energy,Multi-State / Central,1.0,0.451,6.511,0,39.0,Administrative & Inter-Agency Coordination,304,Medium,30
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_LOADDESPAT,LOAD DESPATCH SCHEME (LDC) FORNORTHERN REGION,LDC,3/1995,3/2000,,7/2002,479.51,,658.92,179.41,37.42,369.89,77.14,77.14,0.0,28.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.374,0.771,6.175,0,60.0,Scope & Engineering Design Modifications,851,High,31
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_UNIFIEDLOA,"UNIFIED LOAD DESPATCH COMMUNI-CATION SYSTEM(ULDCS),SOUTHER",ULDCS,2/1995,3/2000,,7/2002,621.57,,683.8,62.23,10.01,404.8,65.13,65.13,0.0,28.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.1,0.651,6.434,0,61.0,Administrative & Inter-Agency Coordination,851,High,32
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_DHARMAVARA,DHARMAVARAM - PENUKONDA VIA PUTTAPART1-H (NEW LINE)(SR),NEW LINE,9/1998,1/2002,,1/2002,124.22,,124.22,0.0,0.0,107.0,86.14,86.14,0.0,0.0,Low,On Schedule,,Railways,Multi-State / Central,1.0,0.861,4.83,0,40.0,On Schedule,0,Low,33
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_SITARAMPUR,SITARAMPUR- MUGHALSARAI RE,,3/1992,3/1998,,12/2001,240.4,,405.14,164.74,68.53,354.38,100.0,147.41,47.41,45.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.685,1.474,5.486,1,72.0,Fund Constraint & Financial Stress,1368,High,34
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_BHUBANESWA,BHUBANESWAR- KOTTAVALASA(RE),RE,3/1997,3/2002,,12/2001,292.22,,292.27,0.05,0.02,188.27,64.43,64.43,0.0,0.0,Low,On Schedule,,Other Infrastructure,Odisha,1.0,0.644,5.681,0,60.0,On Schedule,0,Low,35
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_BOKAROKIRI,BOKARO-KIRIBURU RE,,3/1992,3/1997,,12/2001,113.62,,269.0,155.38,136.75,225.48,100.0,198.45,98.45,57.0,High,General Execution Delay,,Other Infrastructure,Jharkhand,2.368,1.984,4.742,1,60.0,Fund Constraint & Financial Stress,1733,High,36
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_AUGMNTNSAL,AUGMNTN SALAYA- MATHURA CRUDE OIL PIPELINE(IOCL),IOCL,8/2000,9/2002,,9/2002,1734.0,,329.05,-1404.95,-81.02,5.61,0.32,0.32,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,0.5,0.003,7.459,0,25.0,On Schedule,0,Low,37
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_SIMHADRITP,SIMHADRI TPP ST-I (NTPC),NTPC,7/1997,12/2002,,12/2002,3650.79,,4155.03,504.24,13.81,2345.07,64.23,64.23,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,1.138,0.642,8.203,0,65.0,On Schedule,0,Low,38
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_RAVINDERKH,RAVINDERKHANI NEW TECH. UG (SCCL),SCCL,12/1995,3/2003,,3/2003,242.95,,242.94,-0.01,0.0,21.05,8.66,8.66,0.0,0.0,Low,On Schedule,,Coal & Mines,Multi-State / Central,1.0,0.087,5.497,0,87.0,On Schedule,0,Low,39
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_RANGANADIH,"RANGANADI HYDRO ELECTRIC PROJECT, STAGE I(NEEPCO)",NEEPCO,4/1987,8/1994,,3/2002,312.78,,1455.45,1142.67,365.33,1398.45,100.0,447.1,347.1,91.0,High,General Execution Delay,,Power & Renewable Energy,Multi-State / Central,4.653,4.471,5.749,1,88.0,Fund Constraint & Financial Stress,2766,High,40
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_BARAUNIREF,BARAUNI REFINERY EXPANSION (IOC),IOC,2/1999,5/2002,,5/2002,1803.0,,1963.0,160.0,8.87,1226.44,68.02,68.02,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.089,0.68,7.498,0,39.0,On Schedule,0,Low,41
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_HYDROTREAT,HYDROTREATING PLANT AT GUWAHATI (IOC),IOC,2/1999,5/2002,,5/2002,497.0,,522.0,25.0,5.03,446.7,89.88,89.88,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Assam,1.05,0.899,6.211,0,39.0,On Schedule,0,Low,42
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_ADDNLCOMPR,ADDNL COMPRESSOR(ONGCL),ONGCL,12/1999,4/2002,,4/2002,177.64,,177.64,0.0,0.0,82.85,46.64,46.64,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.0,0.466,5.185,0,28.0,On Schedule,0,Low,43
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_VVPLEXTENS,VVPL EXTENSION TO SECUNDERABAD(HPCL),HPCL,10/1999,6/2002,,3/2002,377.55,,377.55,0.0,0.0,288.81,76.5,76.5,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.0,0.765,5.936,0,32.0,On Schedule,0,Low,44
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_POLJETTYAT,POL JETTY AT JAWHARLAL NEHRU PORT(BPCL),BPCL,5/1999,12/2001,,2/2002,198.02,,120.0,-78.02,-39.4,80.45,40.63,40.63,0.0,2.0,Low,General Execution Delay,,Petroleum & Natural Gas,Multi-State / Central,0.606,0.406,5.293,0,31.0,On Schedule,61,Low,45
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_AUGMENTATI,AUGMENTATION OF HBCPL (IOC),IOC,5/1998,2/2002,,2/2002,472.0,,287.0,-185.0,-39.19,279.04,59.12,59.12,0.0,0.0,Low,On Schedule,,Other Infrastructure,Multi-State / Central,0.608,0.591,6.159,0,45.0,On Schedule,0,Low,46
FEB-2002,2002,FEB,FR_FEB_2002.pdf,MOSPI_2002_1011ABAILA,10/11A BAILADILA DEPOSIT(NMDC),NMDC,8/1995,8/1999,,7/2002,430.5,,450.0,19.5,4.53,284.77,66.15,66.15,0.0,35.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.045,0.661,6.067,0,48.0,Administrative & Inter-Agency Coordination,1064,High,47
OCT-2002,2002,OCT,FR_OCT_2002.pdf,MOSPI_2002_DEHRIONSON,DEHRI-ON SONE- MUGHALSARAI III LINE DOUBL.(ER),ER,4/1990,3/1994,,3/2003,165.0,,255.0,90.0,54.55,258.09,100.0,156.42,56.42,108.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.545,1.564,5.112,1,47.0,Fund Constraint & Financial Stress,3283,High,48
JAN-2003,2003,JAN,FR_JAN_2003.pdf,MOSPI_2003_SATGRAMUGE,SATGRAM UG(ECL),ECL,5/1979,3/1989,,3/2003,26.37,,118.87,92.5,350.78,109.07,100.0,413.61,313.61,168.0,High,General Execution Delay,,Coal & Mines,Multi-State / Central,4.508,4.136,3.309,1,118.0,Fund Constraint & Financial Stress,5107,High,49
JAN-2003,2003,JAN,FR_JAN_2003.pdf,MOSPI_2003_RAIPURRURK,RAIPUR-RURKELA 400KV D/C LINE (P.GRID),P.GRID,1/2001,1/2004,,1/2003,237.38,,210.1,-27.28,-11.49,192.93,81.27,81.27,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Chhattisgarh,0.885,0.813,5.474,0,36.0,On Schedule,0,Low,50
JAN-2003,2003,JAN,FR_JAN_2003.pdf,MOSPI_2003_KOLHAPURMA,KOLHAPUR-MAPUSA 400 KV LINE (P.GRID),P.GRID,7/2000,7/2003,,1/2003,181.94,,150.27,-31.67,-17.41,105.14,57.79,57.79,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,0.826,0.578,5.209,0,36.0,On Schedule,0,Low,51
JAN-2003,2003,JAN,FR_JAN_2003.pdf,MOSPI_2003_MINE1ANLC,MINE-1A(NLC),NLC,2/1998,3/2003,,3/2003,1032.81,,1015.74,-17.07,-1.65,759.45,73.53,73.53,0.0,0.0,Low,On Schedule,,Coal & Mines,Multi-State / Central,0.983,0.735,6.941,0,61.0,On Schedule,0,Low,52
JAN-2003,2003,JAN,FR_JAN_2003.pdf,MOSPI_2003_EXPANSIONO,EXPANSION OF MINE- I(NLC),NLC,3/1992,10/1996,,4/2003,1336.93,,1667.76,330.83,24.75,1462.94,100.0,109.43,9.43,78.0,High,General Execution Delay,,Coal & Mines,Multi-State / Central,1.247,1.094,7.199,0,55.0,Administrative & Inter-Agency Coordination,2371,High,53
JAN-2003,2003,JAN,FR_JAN_2003.pdf,MOSPI_2003_CATALYTICD,"CATALYTIC DEWAXING UNIT,HALDIA(IOC)",IOC,7/1999,5/2003,,2/2003,422.0,,409.0,-13.0,-3.08,334.21,79.2,79.2,0.0,0.0,Low,On Schedule,,Other Infrastructure,West Bengal,0.969,0.792,6.047,0,46.0,On Schedule,0,Low,54
JAN-2003,2003,JAN,FR_JAN_2003.pdf,MOSPI_2003_ADDNLDEVIH,ADDNL DEV I HEERA & SOUTH HEERA(ONGCL),ONGCL,1/2001,1/2004,,1/2004,309.08,,309.08,0.0,0.0,123.27,39.88,39.88,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.0,0.399,5.737,0,36.0,On Schedule,0,Low,55
JAN-2003,2003,JAN,FR_JAN_2003.pdf,MOSPI_2003_SYSTEMSTRE,SYSTEM STRENGTHENING IN SOUTH-ERN REGION(P.GRID),P.GRID,2/2001,2/2003,,2/2003,396.28,,361.19,-35.09,-8.85,307.04,77.48,77.48,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,0.911,0.775,5.985,0,24.0,On Schedule,0,Low,56
JAN-2003,2003,JAN,FR_JAN_2003.pdf,MOSPI_2003_VANIYAMBAD,VANIYAMBADI- PALLIKONDA (GQ) KM.49.00-KM.100.00 (NH-,GQ,4/2000,6/2004,,12/2003,223.0,,223.0,0.0,0.0,57.99,26.0,26.0,0.0,0.0,Low,On Schedule,,Other Infrastructure,Multi-State / Central,1.0,0.26,5.412,0,50.0,On Schedule,0,Low,57
APR-2003,2003,APR,MonthlyFR_april_2003.pdf,MOSPI_2003_CONSTRUCTI,"CONSTRUCTION OF POL TERMINMAL FOR ERIP,PARADIP(IOC)",IOC,9/1999,5/2003,,6/2003,569.0,,569.0,0.0,0.0,14.71,2.59,2.59,0.0,1.0,Low,General Execution Delay,,Petroleum & Natural Gas,Odisha,1.0,0.026,6.346,0,44.0,On Schedule,30,Low,58
APR-2003,2003,APR,MonthlyFR_april_2003.pdf,MOSPI_2003_LPGTERMINA,LPG TERMINAL FOREIRP(IOCL),IOCL,10/1999,6/2003,,6/2003,220.81,,220.81,0.0,0.0,38.73,17.54,17.54,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.0,0.175,5.402,0,44.0,On Schedule,0,Low,59
MAR-2003,2003,MAR,FR_MAR_2003.pdf,MOSPI_2003_PORTFACILI,PORT FACILITIES FOR MRPL REF.EXPN.(NMPT),NMPT,7/1999,1/2002,,5/2003,236.5,,135.0,-101.5,-42.92,126.94,53.67,53.67,0.0,16.0,Medium,General Execution Delay,,Coal & Mines,Multi-State / Central,0.571,0.537,5.47,0,30.0,Administrative & Inter-Agency Coordination,486,Medium,60
OCT-2003,2003,OCT,MonthlyFR_oct_2003.pdf,MOSPI_2003_KISHANGARH,KISHANGARH- NASIRABAD (GQ) KM. 363.9 (NH-8) - KM. 15 (NH-,GQ,4/2000,5/2004,,12/2003,113.5,,113.5,0.0,0.0,87.88,77.43,77.43,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.774,4.741,0,49.0,On Schedule,0,Low,61
MAR-2003,2003,MAR,FR_MAR_2003.pdf,MOSPI_2003_KATPADIPAK,"KATPADI - PAKLA - TIRUPATHI (GC), SCR",GC,4/1992,12/1998,,3/2003,71.7,,174.0,102.3,142.68,123.79,100.0,172.65,72.65,51.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,2.427,1.726,4.286,1,80.0,Fund Constraint & Financial Stress,1550,High,62
MAR-2003,2003,MAR,FR_MAR_2003.pdf,MOSPI_2003_TALCHERIIT,TALCHER-II TRANSMISSION SYSTEM(P.GRID),P.GRID,1/2000,1/2003,,6/2003,3086.73,,2998.32,-88.41,-2.86,2642.81,85.62,85.62,0.0,5.0,Low,General Execution Delay,,Power & Renewable Energy,Multi-State / Central,0.971,0.856,8.035,0,36.0,On Schedule,152,Low,63
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_MERAMUNDAL,MERAMUNDALI-JEYPORE 400 KV D/C LINE(P.GRID),P.GRID,10/2000,4/2003,,9/2003,166.51,,143.02,-23.49,-14.11,124.04,74.49,74.49,0.0,5.0,Low,General Execution Delay,,Power & Renewable Energy,Multi-State / Central,0.859,0.745,5.121,0,30.0,On Schedule,152,Low,64
APR-2003,2003,APR,MonthlyFR_april_2003.pdf,MOSPI_2003_KAIJALIMAN,KAIJALI-MANOR (GQ) KM.381.6-KM.439 (NH-8),GQ,4/2000,10/2003,,7/2003,192.71,,192.71,0.0,0.0,198.6,100.0,103.06,3.06,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,1.031,5.266,0,42.0,On Schedule,0,Low,65
APR-2003,2003,APR,MonthlyFR_april_2003.pdf,MOSPI_2003_ACQNOF4110,"ACQN.OF 4-110,000 DWT CRUDE OIL CARRIERS FROM HYUNDAI",,5/2000,8/2003,,8/2003,672.28,,628.09,-44.19,-6.57,466.76,69.43,69.43,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,0.934,0.694,6.512,0,39.0,On Schedule,0,Low,66
MAY-2003,2003,MAY,MonthlyFR_may_2003.pdf,MOSPI_2003_TPSIEXPNLC,TPS-I EXP.(NLC),NLC,2/1996,3/2001,,12/2003,1590.58,,1423.47,-167.11,-10.51,1175.26,73.89,73.89,0.0,33.0,High,General Execution Delay,,Coal & Mines,Multi-State / Central,0.895,0.739,7.372,0,61.0,Administrative & Inter-Agency Coordination,1003,High,67
MAY-2003,2003,MAY,MonthlyFR_may_2003.pdf,MOSPI_2003_NEWSOLVENT,"NEW SOLVENT DEWAXING UNIT (IOC),DIGBOI",IOC,2/1999,11/2002,,5/2003,419.0,,432.0,13.0,3.1,387.75,92.54,92.54,0.0,6.0,Low,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.031,0.925,6.04,0,45.0,On Schedule,182,Low,68
MAY-2003,2003,MAY,MonthlyFR_may_2003.pdf,MOSPI_2003_AUGOFVIRAN,AUG. OF VIRANGAM KOYALI OF SM PIPELINE (IOC),IOC,5/2001,3/2003,,6/2003,329.05,,144.0,-185.05,-56.24,114.72,34.86,34.86,0.0,3.0,Low,General Execution Delay,,Petroleum & Natural Gas,Multi-State / Central,0.5,0.349,5.799,0,22.0,On Schedule,91,Low,69
