report_period,report_year,report_month,source_file,project_code,project_name,agency,approval_date,original_doc,revised_doc,anticipated_doc,original_cost_cr,revised_cost_cr,anticipated_cost_cr,cost_overrun_cr,cost_overrun_pct,cumulative_expenditure_cr,physical_progress_pct,financial_progress_pct,financial_vs_physical_gap_pct,time_overrun_months,delay_risk_level,root_cause_category,delay_narrative,sector,state,cost_escalation_ratio,expenditure_burn_ratio,log_original_cost,fund_drain_anomaly_flag,planned_duration_months,root_cause,delay_duration_days,risk_level,id
OCT-2007,2007,OCT,FR_OCT_2007.pdf,MOSPI_2007_EXPANSIONO,EXPANSION OF RINL/VSP FROM 3 MTPY-6.3 MTPY OF LIQUID STEEL,,10/2005,10/2009,,2/2010,8692.0,,8692.0,0.0,0.0,508.0,5.84,5.84,0.0,4.0,Low,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.0,0.058,9.07,0,48.0,On Schedule,122,Low,380
OCT-2007,2007,OCT,FR_OCT_2007.pdf,MOSPI_2007_BHUBANESHW,BHUBANESHWARI OCP (MAHANADI COALFIELDS LTD.) (10 MTY),MAHANADI COALFIELDS LTD.,1/2005,3/2012,,3/2012,336.68,,336.68,0.0,0.0,17.62,5.23,5.23,0.0,0.0,Low,On Schedule,,Coal & Mines,Multi-State / Central,1.0,0.052,5.822,0,86.0,On Schedule,0,Low,381
OCT-2007,2007,OCT,FR_OCT_2007.pdf,MOSPI_2007_BASUNDHRAW,BASUNDHRA(WEST)O.C.P (MCL) (2.40 MTY),WEST,10/2003,3/2008,,3/2008,176.55,,176.55,0.0,0.0,71.99,40.78,40.78,0.0,0.0,Low,On Schedule,,Other Infrastructure,Multi-State / Central,1.0,0.408,5.179,0,53.0,On Schedule,0,Low,382
OCT-2007,2007,OCT,FR_OCT_2007.pdf,MOSPI_2007_POOTKIBALI,POOTKI BALIHARI UG,,12/1983,3/1994,,9/2007,199.87,,182.6,-17.27,-8.64,172.02,86.07,86.07,0.0,162.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,0.914,0.861,5.303,0,123.0,Administrative & Inter-Agency Coordination,4925,High,383
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_NALBARIBIJ,"NALBARI-BIJNI, KM.1040.3- KM.1013, NH-31 (ASSAM)",ASSAM,12/2003,4/2008,,4/2008,208.0,,208.0,0.0,0.0,9.79,4.71,4.71,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.047,5.342,0,52.0,On Schedule,0,Low,384
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_SAGARRAJMA,"SAGAR-RAJMARG CHORAHA, KM.211-KM.255, NH-26 (M.P.)",M.P.,12/2003,10/2008,,10/2008,203.43,,203.43,0.0,0.0,29.7,14.6,14.6,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.146,5.32,0,58.0,On Schedule,0,Low,385
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_GORAKHPURA,"GORAKHPUR-AYODHYA, KM.208-KM.164, NH-28 (UTTAR PRADESH)",UTTAR PRADESH,12/2003,10/2008,,10/2008,227.0,,227.0,0.0,0.0,59.8,26.34,26.34,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Uttar Pradesh,1.0,0.263,5.429,0,58.0,On Schedule,0,Low,386
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_MUZZAFFARP,"MUZZAFFARPUR-MEHSI, KM.520-KM.480, NH-28 (BIHAR)",BIHAR,12/2003,7/2005,,9/2008,275.0,,275.0,0.0,0.0,48.9,17.78,17.78,0.0,38.0,High,General Execution Delay,,Road Transport & Highways,Bihar,1.0,0.178,5.62,0,19.0,Land Acquisition & Right of Way,1155,High,387
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_MEHSIKOTWA,"MEHSI-KOTWA, KM.480- KM.440, NH-28 (BIHAR)",BIHAR,12/2003,7/2005,,9/2008,239.0,,239.0,0.0,0.0,53.88,22.54,22.54,0.0,38.0,High,General Execution Delay,,Road Transport & Highways,Bihar,1.0,0.225,5.481,0,19.0,Land Acquisition & Right of Way,1155,High,388
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_JHAJHARPUR,"JHAJHARPUR-DARBANGA, KM.110-KM.70, NH-57 (BIHAR)",BIHAR,12/2003,9/2008,,9/2008,340.0,,340.0,0.0,0.0,0.26,0.08,0.08,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Bihar,1.0,0.001,5.832,0,57.0,On Schedule,0,Low,389
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_SILIGURIIS,"SILIGURI-ISLAMPUR, KM.526-KM.500, NH-31(WEST BENGAL)",WEST BENGAL,12/2003,7/2008,,7/2008,225.0,,225.0,0.0,0.0,21.82,9.7,9.7,0.0,0.0,Low,On Schedule,,Road Transport & Highways,West Bengal,1.0,0.097,5.421,0,55.0,On Schedule,0,Low,390
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_NAGAONBYPA,"NAGAON BYPASS, KM.5.5- KM.262.7, NH-36 (ASSAM)",ASSAM,12/2003,6/2008,,6/2008,230.0,,230.0,0.0,0.0,58.29,25.34,25.34,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.253,5.442,0,54.0,On Schedule,0,Low,391
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_DAKOBANAGA,"DAKOBA-NAGAON, KM.36- KM.5.5, NH-36 (ASSAM)",ASSAM,12/2003,6/2008,,6/2008,225.0,,225.0,0.0,0.0,21.47,9.54,9.54,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.095,5.421,0,54.0,On Schedule,0,Low,392
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_DHARMATULS,"DHARMATUL-SONAPUR, KM.230.50-KM.230.00, NH-31 (ASSAM)",ASSAM,12/2003,6/2008,,6/2008,200.0,,200.0,0.0,0.0,31.88,15.94,15.94,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.159,5.303,0,54.0,On Schedule,0,Low,393
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_LANKADABOK,"LANKA-DABOKA, KM.22- KM.24, NH-54 (ASSAM)",ASSAM,12/2003,6/2008,,6/2008,225.0,,225.0,0.0,0.0,20.24,9.0,9.0,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.09,5.421,0,54.0,On Schedule,0,Low,394
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_SONAPURGUW,"SONAPUR-GUWAHATI, KM.183-KM.163.895, NH-37 (ASSAM)",ASSAM,12/2003,3/2008,,6/2008,245.0,,245.0,0.0,0.0,65.01,26.53,26.53,0.0,3.0,Low,General Execution Delay,,Road Transport & Highways,Assam,1.0,0.265,5.505,0,51.0,On Schedule,91,Low,395
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_KASIAGORAK,"KASIA-GORAKHPUR, KM.319.8-KM.279.8, NH-28 (UTTAR PRADESH)",UTTAR PRADESH,12/2003,12/2008,,12/2008,242.0,,242.0,0.0,0.0,67.69,27.97,27.97,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Uttar Pradesh,1.0,0.28,5.493,0,60.0,On Schedule,0,Low,396
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_NAGPURKOND,"NAGPUR-KONDHALI, KM.9.2- KM.50, NH-6 (MAHARASHTRA)",MAHARASHTRA,3/2005,12/2008,,12/2008,168.0,,168.0,0.0,0.0,3.0,1.79,1.79,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Maharashtra,1.0,0.018,5.13,0,45.0,On Schedule,0,Low,397
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_UPBIHARBOR,"UP/BIHAR BORDER-KASIA, KM.360.915-KM.319.8, NH-28, (U.P.)",U.P.,12/2003,12/2008,,12/2008,227.0,,227.0,0.0,0.0,50.22,22.12,22.12,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Uttar Pradesh,1.0,0.221,5.429,0,60.0,On Schedule,0,Low,398
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_PROJECT3OF,"PROJECT-3 OF NIB-II, IMPLEMENTATION AND EXECUTION OF MESS.",,11/2003,12/2005,,6/2007,250.0,,250.0,0.0,0.0,30.0,12.0,12.0,0.0,18.0,Medium,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.0,0.12,5.525,0,25.0,Contractor / Vendor Non-Performance,547,Medium,399
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_ACQUISIONO,ACQUISION OF 2-300000 DWT VERY LARGE CRUDE CARRIERS (VLCC),VLCC,10/2005,9/2009,,9/2009,1136.08,,1136.08,0.0,0.0,353.49,31.11,31.11,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.0,0.311,7.036,0,47.0,On Schedule,0,Low,400
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_CHAMBALBRI,"CHAMBAL BRIDGE, NH-76 (RAJASTHAN)",RAJASTHAN,12/2003,2/2010,,2/2010,275.0,,281.31,6.31,2.29,4.53,1.65,1.65,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Rajasthan,1.023,0.016,5.62,0,74.0,On Schedule,0,Low,401
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_MADURAITUT,"MADURAI-TUTICORIN, KM.138.8 TO KM.264.5, NH- 45B (T.N.)",T.N.,3/2005,11/2010,,1/2010,629.0,,629.0,0.0,0.0,8.0,1.27,1.27,0.0,0.0,Low,On Schedule,,Other Infrastructure,Tamil Nadu,1.0,0.013,6.446,0,68.0,On Schedule,0,Low,402
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_KADLOORYEL,"KADLOOR YELLAREDDY- POCHAMPALLI, KM.367- KM.447, NH-7 (A.P.)",A.P.,12/2003,4/2009,,3/2009,546.15,,490.0,-56.15,-10.28,90.8,16.63,16.63,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,0.897,0.166,6.305,0,64.0,On Schedule,0,Low,403
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_MEERUTMUZA,"MEERUT-MUZAFFARNAGAR, KM.52.25-KM.131.00, NH-58 (U.P.)",U.P.,3/2005,3/2009,,3/2009,359.0,,359.0,0.0,0.0,12.0,3.34,3.34,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.033,5.886,0,48.0,On Schedule,0,Low,404
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_PALANPURSW,"PALANPUR-SWAROOPGANJ, KM.264-KM.340, NH-14 (RAJASTHAN)",RAJASTHAN,12/2003,3/2009,,3/2009,498.0,,498.0,0.0,0.0,42.95,8.62,8.62,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Rajasthan,1.0,0.086,6.213,0,63.0,On Schedule,0,Low,405
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_PANIPATELE,"PANIPAT ELEVATED HIGHWAY, KM.96-KM.86 (HARYANA)",HARYANA,12/2003,1/2009,,1/2009,270.0,,270.0,0.0,0.0,34.59,12.81,12.81,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Haryana,1.0,0.128,5.602,0,61.0,On Schedule,0,Low,406
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_BHARATPURM,"BHARATPUR MAHUA, KM.63- KM.120, NH-11 (RAJASTHAN)",RAJASTHAN,3/2005,1/2009,,1/2009,250.0,,250.0,0.0,0.0,152.8,61.12,61.12,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Rajasthan,1.0,0.611,5.525,0,46.0,On Schedule,0,Low,407
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_AURANGRAIP,"AURANG-RAIPUR, KM.232- KM.281, NH-6 (CHHATTISGARH)",CHHATTISGARH,3/2005,1/2009,,1/2009,190.0,,190.0,0.0,0.0,10.0,5.26,5.26,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Chhattisgarh,1.0,0.053,5.252,0,46.0,On Schedule,0,Low,408
SEP-2007,2007,SEP,MonthlyFR_sep_2007.pdf,MOSPI_2007_DEVELOPMEN,"DEVELOPMENT OF SB-11, BASSEIN FIELD",,3/2005,5/2007,,11/2007,245.33,,140.04,-105.29,-42.92,132.47,54.0,54.0,0.0,6.0,Low,General Execution Delay,,Other Infrastructure,Multi-State / Central,0.571,0.54,5.507,0,26.0,On Schedule,182,Low,409
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_SALEMKARUR,"SALEM-KARUR, KM.258.645- KM.292.60, NH-7 (TAMIL NADU)",TAMIL NADU,12/2003,8/2008,,12/2008,205.6,,205.6,0.0,0.0,59.48,28.93,28.93,0.0,4.0,Low,General Execution Delay,,Road Transport & Highways,Tamil Nadu,1.0,0.289,5.331,0,56.0,On Schedule,122,Low,410
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_KARNATAKAC,"KARNATAKA CMTS, PHASE- IV",,1/2004,6/2005,,6/2007,373.46,,260.0,-113.46,-30.38,139.03,37.23,37.23,0.0,24.0,Medium,General Execution Delay,,Other Infrastructure,Karnataka,0.696,0.372,5.925,0,17.0,Contractor / Vendor Non-Performance,730,Medium,411
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_JHARKHANDC,"JHARKHAND CMTS, PHASE- IV",,9/2004,11/2005,,6/2007,134.85,,134.85,0.0,0.0,46.73,34.65,34.65,0.0,19.0,Medium,General Execution Delay,,Other Infrastructure,Jharkhand,1.0,0.347,4.912,0,14.0,Contractor / Vendor Non-Performance,578,Medium,412
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_GSMBASEDNE,GSM BASED NETWORK EXPANSION PH.-IV TN,,2/2005,6/2006,,6/2007,650.42,,650.42,0.0,0.0,298.03,45.82,45.82,0.0,12.0,Medium,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.0,0.458,6.479,0,16.0,Administrative & Inter-Agency Coordination,365,Medium,413
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_SALEMKERAL,"SALEM-KERALA BORDER, KM.53-KM.100, NH-97 (TAMIL NADU)",TAMIL NADU,12/2003,12/2008,,12/2008,379.8,,379.8,0.0,0.0,27.0,7.11,7.11,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Tamil Nadu,1.0,0.071,5.942,0,60.0,On Schedule,0,Low,414
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_GANJAMICCH,"GANJAM-ICCHAPURAM, KM.233-KM.284, NH-5 (ORISSA)",ORISSA,4/2000,2/2004,,11/2008,263.27,,263.27,0.0,0.0,124.89,47.44,47.44,0.0,57.0,High,General Execution Delay,,Road Transport & Highways,Odisha,1.0,0.474,5.577,0,46.0,Forest & Environmental Clearances,1733,High,415
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_KELAPURPIM,"KELAPUR-PIMPALKATTI, KM.153-KM.175, NH-7 (MAHARASHTRA)",MAHARASHTRA,12/2003,11/2008,,11/2008,117.4,,117.4,0.0,0.0,9.78,8.33,8.33,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Maharashtra,1.0,0.083,4.774,0,59.0,On Schedule,0,Low,416
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_DEEWAPURUP,"DEEWAPUR-UP/BIHAR BORDER, KM.402-KM.360.915, NH-28 (BIHAR)",BIHAR,12/2003,10/2008,,11/2008,300.0,,300.0,0.0,0.0,57.95,19.32,19.32,0.0,1.0,Low,General Execution Delay,,Road Transport & Highways,Uttar Pradesh,1.0,0.193,5.707,0,58.0,On Schedule,30,Low,417
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_KOTWADEWAP,"KOTWA-DEWAPUR, KM.440- KM.402, NH-28 (BIHAR)",BIHAR,12/2003,10/2008,,11/2008,240.0,,240.0,0.0,0.0,42.79,17.83,17.83,0.0,1.0,Low,General Execution Delay,,Road Transport & Highways,Bihar,1.0,0.178,5.485,0,58.0,On Schedule,30,Low,418
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_SAGARBYPAS,"SAGAR BY PASS, KM.187- KM.211, NH-26 (M.P.)",M.P.,12/2003,10/2008,,10/2008,151.3,,151.3,0.0,0.0,26.86,17.75,17.75,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.178,5.026,0,58.0,On Schedule,0,Low,419
SEP-2007,2007,SEP,MonthlyFR_sep_2007.pdf,MOSPI_2007_CRUDEOILRE,CRUDE OIL RECEIPT FACLITIES (KOCHI REFINERIES LTD) (BPCL),KOCHI REFINERIES LTD,3/2004,5/2007,,12/2007,622.82,,821.0,198.18,31.82,540.62,86.8,86.8,0.0,7.0,Medium,General Execution Delay,,Petroleum & Natural Gas,Kerala,1.318,0.868,6.436,0,38.0,Administrative & Inter-Agency Coordination,213,Medium,420
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_RAJMARGCHO,"RAJMARG CHORAHA- LAKHNANDON, KM.351- KM.405.7, NH-26",,12/2003,10/2008,,10/2008,229.91,,229.91,0.0,0.0,10.21,4.44,4.44,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.044,5.442,0,58.0,On Schedule,0,Low,421
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_GONDEVADAP,"GONDE-VADAPE (THANE), KM.440-KM.539.50, NH-3 (MAHARASHTRA)",THANE,3/2005,4/2009,,4/2009,579.0,,579.0,0.0,0.0,150.0,25.91,25.91,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Maharashtra,1.0,0.259,6.363,0,49.0,On Schedule,0,Low,422
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_HYDERABADB,"HYDERABAD-BANGALORE, KM.135.47-KM.211, NH-7 (A.P.)",A.P.,12/2003,3/2009,,3/2009,611.44,,592.0,-19.44,-3.18,187.2,30.62,30.62,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Karnataka,0.968,0.306,6.417,0,63.0,On Schedule,0,Low,423
MAR-2007,2007,MAR,MonthlyFR_mar_2007.pdf,MOSPI_2007_MAHUAJAIPU,"MAHUA-JAIPUR, KM.120- KM.228, NH-11 (RAJASTHAN)",RAJASTHAN,3/2005,3/2009,,3/2009,483.0,,483.0,0.0,0.0,255.7,52.94,52.94,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Rajasthan,1.0,0.529,6.182,0,48.0,On Schedule,0,Low,424
SEP-2007,2007,SEP,MonthlyFR_sep_2007.pdf,MOSPI_2007_IORLAKWALA,IOR LAKWA-LAKHMANI,,9/2001,3/2007,,3/2010,345.1,,429.38,84.28,24.42,323.5,93.74,93.74,0.0,36.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.244,0.937,5.847,0,66.0,Administrative & Inter-Agency Coordination,1094,High,425
JAN-2008,2008,JAN,MonthlyFR_jan_2008.pdf,MOSPI_2008_DEVELOPMEN,"DEVELOPMENT OF SB- 11, BASSEIN FIELD",,3/2005,5/2007,,1/2008,245.33,,140.04,-105.29,-42.92,132.47,54.0,54.0,0.0,8.0,Medium,General Execution Delay,,Other Infrastructure,Multi-State / Central,0.571,0.54,5.507,0,26.0,Administrative & Inter-Agency Coordination,243,Medium,426
FEB-2008,2008,FEB,MonthlyFR_feb_2008.pdf,MOSPI_2008_ACQUISITIO,ACQUISITION OF 700 PASSENGER CUM 160 MT CARGO VESSEL,,6/2000,2/2004,,6/2008,129.62,,139.5,9.88,7.62,129.62,100.0,100.0,0.0,52.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.076,1.0,4.872,0,44.0,Administrative & Inter-Agency Coordination,1581,High,427
FEB-2008,2008,FEB,MonthlyFR_feb_2008.pdf,MOSPI_2008_SETHUSAMUD,SETHUSAMUDRAM SHIP CHANNEL PROJECT,,6/2005,10/2008,,10/2008,2427.4,,2427.4,0.0,0.0,412.48,16.99,16.99,0.0,0.0,Low,On Schedule,,Other Infrastructure,Multi-State / Central,1.0,0.17,7.795,0,40.0,On Schedule,0,Low,428
FEB-2008,2008,FEB,MonthlyFR_feb_2008.pdf,MOSPI_2008_HUBLIHAVER,"HUBLI-HAVERI KM.404- KM.340, NH-4 (KARNATAKA)",KARNATAKA,4/2000,12/2003,,3/2008,260.93,,260.93,0.0,0.0,283.64,100.0,108.7,8.7,51.0,High,General Execution Delay,,Road Transport & Highways,Karnataka,1.0,1.087,5.568,0,44.0,Land Acquisition & Right of Way,1550,High,429
FEB-2008,2008,FEB,MonthlyFR_feb_2008.pdf,MOSPI_2008_PANIPATELE,"PANIPAT ELEVATED HIGHWAY, KM.96- KM.86 (HARYANA)",HARYANA,12/2003,1/2009,,6/2008,270.0,,270.0,0.0,0.0,295.3,100.0,109.37,9.37,0.0,Low,On Schedule,,Road Transport & Highways,Haryana,1.0,1.094,5.602,0,61.0,On Schedule,0,Low,430
FEB-2008,2008,FEB,MonthlyFR_feb_2008.pdf,MOSPI_2008_MACHERLANA,MACHERLA- NALGONDA,,7/1998,7/2008,,7/2008,125.0,,250.38,125.38,100.3,0.27,0.22,0.22,0.0,0.0,High,On Schedule,,Other Infrastructure,Multi-State / Central,2.003,0.002,4.836,0,120.0,On Schedule,0,High,431
FEB-2008,2008,FEB,MonthlyFR_feb_2008.pdf,MOSPI_2008_ADDITIONAL,ADDITIONAL DEVELOPMENT OF A-1 LAYER,,4/2005,12/2006,,2/2008,910.53,,910.53,0.0,0.0,734.67,80.69,80.69,0.0,14.0,Medium,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.0,0.807,6.815,0,20.0,Administrative & Inter-Agency Coordination,426,Medium,432
DEC-2008,2008,DEC,MonthlyFR_dec_2008.pdf,MOSPI_2008_KADLOORYEL,"KADLOOR YELLAREDDY- POCHAMPALLI, KM.367-KM.447, NH-7",,12/2003,4/2009,,3/2009,546.15,,490.0,-56.15,-10.28,661.4,100.0,121.1,21.1,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,0.897,1.211,6.305,1,64.0,On Schedule,0,Low,433
AUG-2008,2008,AUG,MonthlyFR_aug_2008.pdf,MOSPI_2008_GSMNETWORK,"GSM NETWORK EXPANSION, PH-IV (PUNJAB)",PUNJAB,5/2004,6/2005,,8/2008,508.63,,508.63,0.0,0.0,365.16,71.79,71.79,0.0,38.0,High,General Execution Delay,,Other Infrastructure,Punjab,1.0,0.718,6.234,0,13.0,Administrative & Inter-Agency Coordination,1155,High,434
AUG-2008,2008,AUG,MonthlyFR_aug_2008.pdf,MOSPI_2008_NATIONALRA,NATIONAL RADIO SPECTRUM MANAGEMENT&,,8/2000,12/2004,,3/2009,279.97,,172.04,-107.93,-38.55,134.06,47.88,47.88,0.0,51.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,0.614,0.479,5.638,0,52.0,Administrative & Inter-Agency Coordination,1550,High,435
AUG-2008,2008,AUG,MonthlyFR_aug_2008.pdf,MOSPI_2008_TRICHYBYPA,"TRICHY BYPASS- TUVARAMKURCHI, KM.61, NH-45B (TAMIL",,12/2003,8/2008,,3/2009,261.0,,261.0,0.0,0.0,150.9,57.82,57.82,0.0,7.0,Medium,General Execution Delay,,Road Transport & Highways,Multi-State / Central,1.0,0.578,5.568,0,56.0,Land Acquisition & Right of Way,213,Medium,436
APR-2008,2008,APR,MonthlyFR_april_2008.pdf,MOSPI_2008_NALBARIBIJ,"NALBARI-BIJNI, KM.1065-KM.1040.3, NH- 31 (ASSAM)",ASSAM,12/2003,6/2008,,6/2009,225.0,,225.0,0.0,0.0,55.73,24.77,24.77,0.0,12.0,Medium,General Execution Delay,,Other Infrastructure,Assam,1.0,0.248,5.421,0,54.0,Administrative & Inter-Agency Coordination,365,Medium,437
APR-2008,2008,APR,MonthlyFR_april_2008.pdf,MOSPI_2008_SWAROOPGAN,"SWAROOPGANJ- BAKARIA, KM.29-KM.0 & KM.264-KM.249.7, NH-",,12/2003,4/2008,,12/2008,220.0,,243.11,23.11,10.5,154.32,70.15,70.15,0.0,8.0,Medium,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.105,0.701,5.398,0,52.0,Administrative & Inter-Agency Coordination,243,Medium,438
APR-2008,2008,APR,MonthlyFR_april_2008.pdf,MOSPI_2008_ETAWAHBYPA,"ETAWAH BYPASS, KM.307.5-KM.321.1, NH- 2 (U.P.)",U.P.,4/2000,10/2003,,6/2008,89.5,,132.18,42.68,47.69,179.04,100.0,200.04,100.04,56.0,High,General Execution Delay,,Road Transport & Highways,Multi-State / Central,1.477,2.0,4.505,1,42.0,Land Acquisition & Right of Way,1702,High,439
JUN-2008,2008,JUN,MonthlyFR_june_2008.pdf,MOSPI_2008_SYSTRINSOU,SY. STR. IN SOUTH- WESTERN PART OF NORTHERN GRID,,10/2006,10/2009,,10/2009,150.26,,153.54,3.28,2.18,81.07,53.95,53.95,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,1.022,0.54,5.019,0,36.0,On Schedule,0,Low,440
JUN-2008,2008,JUN,MonthlyFR_june_2008.pdf,MOSPI_2008_HARANGAJOM,"HARANGAJO- MAIBANG, KM.140.70- KM.164.08, NH-54 (ASSAM)",ASSAM,12/2003,7/2009,,12/2009,196.0,,196.0,0.0,0.0,23.17,11.82,11.82,0.0,5.0,Low,General Execution Delay,,Road Transport & Highways,Assam,1.0,0.118,5.283,0,67.0,On Schedule,152,Low,441
JUN-2008,2008,JUN,MonthlyFR_june_2008.pdf,MOSPI_2008_PATHANKOTB,"PATHANKOT-BHOGPUR , KM.70-KM.110, NH-1A (PUNJAB)",PUNJAB,12/2003,5/2008,,12/2009,229.0,,229.0,0.0,0.0,79.96,34.92,34.92,0.0,19.0,Medium,General Execution Delay,,Road Transport & Highways,Punjab,1.0,0.349,5.438,0,53.0,Land Acquisition & Right of Way,578,Medium,442
JUN-2008,2008,JUN,MonthlyFR_june_2008.pdf,MOSPI_2008_GSMNETWORK,"GSM NETWORK EXPANSION, PH-IV (KERALA)",KERALA,10/2004,6/2005,,6/2008,453.85,,453.85,0.0,0.0,262.13,57.76,57.76,0.0,36.0,High,General Execution Delay,,Other Infrastructure,Kerala,1.0,0.578,6.12,0,8.0,Administrative & Inter-Agency Coordination,1094,High,443
JUN-2008,2008,JUN,MonthlyFR_june_2008.pdf,MOSPI_2008_NATIONALRA,NATIONAL RADIO SPECTRUM MANAGEMENT& MONITORING SYSTEM,,8/2000,12/2004,,3/2009,279.97,,172.04,-107.93,-38.55,133.26,47.6,47.6,0.0,51.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,0.614,0.476,5.638,0,52.0,Administrative & Inter-Agency Coordination,1550,High,444
